index,return
2022-06-01,0.0
2022-06-02,0.0017458450000000791
2022-06-06,0.014524642225993034
2022-06-07,-0.011115754389412147
2022-06-08,-0.0033188094375620203
2022-06-09,-0.0076872119385795745
2022-06-10,0.008551621435212597
2022-06-13,-0.001246928130204883
2022-06-14,-0.0051437577927306855
2022-06-15,0.0020079040137548354
2022-06-16,0.0017032983520939293
2022-06-17,0.008902104902704266
2022-06-20,-0.0021315333542091253
2022-06-21,-0.0028315565150612843
2022-06-22,-0.006426456355817622
2022-06-23,0.004713132909194728
2022-06-24,0.006138254143783106
2022-06-27,0.009572809174580366
2022-06-28,-0.0015721516137816582
2022-06-29,-0.0025587691454365125
2022-06-30,0.001381333283605235
2022-07-01,-0.0035963654244245413
2022-07-04,-0.002076609999440815
2022-07-05,-0.003022304957407518
2022-07-06,-0.002335720456205004
2022-07-07,-0.0006973753928403159
2022-07-08,0.0028412955490209058
2022-07-11,-0.007455909108690317
2022-07-12,-0.00771223507533525
2022-07-13,0.0007065614475545434
2022-07-14,0.005598067526916495
2022-07-15,0.006469644752809645
2022-07-18,0.007026016341916019
2022-07-19,0.001583431683409131
2022-07-20,-0.0003952320978262147
2022-07-21,-0.0005930825520006344
2022-07-22,-0.002621002408800144
2022-07-25,-0.0029253871092866923
2022-07-26,0.04303968577478523
2022-07-27,0.0
2022-07-28,0.0
2022-07-29,0.0
2022-08-01,0.0
2022-08-02,0.0
2022-08-03,0.0
2022-08-04,0.0
2022-08-05,0.0
2022-08-08,0.0
2022-08-09,0.0
2022-08-10,0.0
2022-08-11,0.0
2022-08-12,0.0
2022-08-15,0.0
2022-08-16,0.0
2022-08-17,0.0
2022-08-18,0.0
2022-08-19,-0.025503465045407125
2022-08-22,0.0034246846016534604
2022-08-23,0.027303969329899758
2022-08-24,-0.012956909975738284
2022-08-25,0.001009768867055838
2022-08-26,0.020847505423888135
2022-08-29,-0.008563964968404836
2022-08-30,0.024917134568727572
2022-08-31,0.014586819009058116
2022-09-01,0.00894575286108501
2022-09-02,-0.004116559532714725
2022-09-05,0.008903086000160876
2022-09-06,0.002206130133732165
2022-09-07,-0.009119563039775791
2022-09-08,0.010089538829623157
2022-09-09,0.0019479894205527426
2022-09-13,0.0013797563541275704
2022-09-14,0.006764016679815077
2022-09-15,0.004043585087723844
2022-09-16,0.010285105524707738
2022-09-19,0.003618334600769879
2022-09-20,-0.005621807289163727
2022-09-21,6.145207267937991e-05
2022-09-22,0.0003686897793246935
2022-09-23,0.004975477613139434
2022-09-26,0.003545049359878538
2022-09-27,-0.0051769783147816995
2022-09-28,0.015611756670081967
2022-09-29,0.007233777054041601
2022-09-30,0.008139402041525523
2022-10-10,0.010685762280813194
2022-10-11,0.003582999030384393
2022-10-12,-0.011998236579621735
2022-10-13,-0.005331486939997743
2022-10-14,-0.013936166533863092
2022-10-17,-0.005919002392451245
2022-10-18,-0.0017619706326871265
2022-10-19,0.005112647408579418
2022-10-20,-0.0009083287867145406
2022-10-21,-0.003272956552826778
2022-10-24,0.008452497264511916
2022-10-25,0.007718355226850049
2022-10-26,-0.011847884559814337
2022-10-27,-0.0009083287867145406
2022-10-28,0.028305013151298297
2022-10-31,-0.012142042474057035
2022-11-01,-0.01139628737302345
2022-11-02,-0.0033194832166898447
2022-11-03,-0.010960500693021569
2022-11-04,-0.003612353092989462
2022-11-07,-0.0022735869725020175
2022-11-08,0.0011085898133313954
2022-11-09,-0.002460804895274671
2022-11-10,0.005118766443216183
2022-11-11,-0.0023315967255272962
2022-11-14,-0.002398546978374605
2022-11-15,-0.008877466479012663
2022-11-16,0.0003110063119637907
2022-11-17,-0.0029225504008382197
2022-11-18,0.004677313942393901
2022-11-21,0.00316576619844966
2022-11-22,0.004578968735656108
2022-11-23,0.012072798387531725
2022-11-24,-0.00578180885077384
2022-11-25,0.006856088924961368
2022-11-28,0.010518095785848836
2022-11-29,-0.011732256106147698
2022-11-30,0.006209726526714698
2022-12-01,-0.003872253362729672
2022-12-02,-0.021562400449038233
2022-12-05,-0.00018623310129028958
2022-12-06,0.01713663672771193
2022-12-07,-0.0031742458050765254
2022-12-08,0.004164154873161019
2022-12-09,-0.006647215277499563
2022-12-12,-0.003806286039454876
