code,min_valid_loss,max_valid_auc,min_test_loss,max_test_auc
000090,0.4966,0.7364,0.7649,0.4337
600960,0.4203,0.7359,0.5782,0.672
300677,0.413,0.7357,0.8903,0.5199
600055,0.4946,0.7356,0.6254,0.5498
600121,0.4779,0.7355,0.6626,0.4814
603657,0.4482,0.7355,0.7618,0.4318
300418,0.4567,0.7355,0.7937,0.5491
002833,0.4773,0.7352,0.6009,0.5746
688007,0.4708,0.7352,0.6618,0.463
688569,0.4469,0.735,0.6288,0.5312
300327,0.5108,0.7345,0.6308,0.5243
002425,0.5162,0.7345,0.6263,0.4915
002546,0.4794,0.7344,0.6446,0.547
002110,0.4574,0.7344,0.6516,0.706
600062,0.4182,0.7333,1.3447,0.476
601168,0.425,0.7333,0.6225,0.6027
600396,0.5062,0.7333,0.5954,0.5431
688613,0.3136,0.7333,0.6529,0.5904
301019,0.2813,0.7333,0.8381,0.524
601717,0.4964,0.7327,0.8055,0.5159
000059,0.4912,0.7327,1.1096,0.3655
300069,0.482,0.7321,0.692,0.4769
002899,0.475,0.7319,0.5707,0.6416
600903,0.4758,0.7318,1.3758,0.49
002331,0.4807,0.7315,0.6116,0.5589
688099,0.4884,0.7312,0.6286,0.5642
002502,0.4773,0.7309,0.6431,0.5168
605337,0.3224,0.73,0.6951,0.5281
000822,0.4556,0.7299,0.6554,0.4528
603095,0.4618,0.7298,0.6454,0.5712
000962,0.4893,0.7298,0.6316,0.5373
300751,0.4606,0.7296,0.7119,0.5318
300348,0.4723,0.7294,0.6466,0.5696
300866,0.3892,0.7292,0.8094,0.5278
003017,0.4281,0.7292,0.6749,0.5608
601279,0.3223,0.7292,0.6608,0.4878
600918,0.4072,0.7292,0.6298,0.5798
002978,0.4859,0.7289,0.7734,0.5225
600400,0.4735,0.7283,0.664,0.5167
002624,0.4835,0.7283,0.8631,0.5468
002085,0.4683,0.7283,0.6395,0.5255
600983,0.4862,0.7278,0.7989,0.5401
603260,0.4288,0.7278,0.7596,0.5013
603269,0.4941,0.7278,0.6247,0.5661
000929,0.4275,0.7275,0.7674,0.4997
600488,0.4581,0.7274,0.6929,0.4436
600133,0.5026,0.7273,0.6465,0.5733
688316,0.3705,0.7273,0.7583,0.4742
600696,0.4705,0.7273,0.6329,0.6234
000779,0.4673,0.7273,0.7581,0.4969
603908,0.5082,0.7273,0.6791,0.5159
002846,0.4564,0.7273,0.7802,0.5025
000517,0.4836,0.7264,0.6103,0.5169
600537,0.4708,0.7264,0.6838,0.6051
601698,0.4504,0.7264,0.882,0.4571
688619,0.3846,0.7262,0.7408,0.5368
300489,0.4488,0.7261,0.6958,0.6592
000070,0.4748,0.7261,0.6445,0.5445
300589,0.4757,0.7259,0.6505,0.6352
000753,0.4891,0.7259,0.6303,0.5056
688508,0.4432,0.7257,0.714,0.4551
002167,0.4896,0.7256,0.8611,0.421
002991,0.3357,0.7256,0.8047,0.4578
002554,0.5162,0.7255,0.6291,0.4834
000652,0.4608,0.7255,0.8616,0.4278
601677,0.4475,0.7255,1.6067,0.3237
300552,0.4761,0.7253,0.8776,0.4835
603912,0.4557,0.7253,0.6277,0.5403
603396,0.4737,0.7253,0.6965,0.5728
600426,0.4712,0.7246,0.7226,0.4247
603717,0.502,0.7241,0.6884,0.5437
600977,0.4664,0.7241,0.629,0.5345
300351,0.4683,0.7241,0.6824,0.5196
603626,0.4707,0.7241,0.7925,0.4259
300171,0.4588,0.7238,0.7119,0.5531
000507,0.5061,0.7237,0.6291,0.3921
600367,0.485,0.7236,0.7,0.3962
000913,0.4788,0.7235,0.6146,0.7078
600777,0.4878,0.7235,0.6062,0.5163
000159,0.491,0.7234,0.6027,0.5972
000058,0.4936,0.7234,0.624,0.4853
688579,0.4248,0.7232,0.7621,0.5294
300592,0.4537,0.7231,0.7238,0.5419
688233,0.47,0.7229,0.8736,0.4178
300663,0.5068,0.7228,0.6196,0.4527
600689,0.506,0.7228,0.6305,0.5342
300447,0.4891,0.7228,0.6839,0.528
688063,0.3439,0.7222,0.8425,0.473
688269,0.3373,0.7222,0.6391,0.4624
603507,0.4874,0.7222,0.6174,0.5515
605398,0.2392,0.7222,0.9042,0.4238
300340,0.4761,0.7222,0.5991,0.6224
003036,0.2759,0.7222,0.7031,0.5389
688597,0.3439,0.7222,0.614,0.6234
600257,0.5222,0.7218,0.7872,0.4285
601801,0.4645,0.7218,0.6718,0.4859
600585,0.4515,0.7216,0.6782,0.5915
300573,0.5023,0.7216,0.6533,0.6012
300400,0.4256,0.7216,0.7836,0.4812
002716,0.4933,0.721,0.6912,0.5741
300125,0.4922,0.721,0.6534,0.5076
300641,0.4841,0.721,0.7312,0.4279
300049,0.451,0.7208,0.7166,0.4086
000333,0.4149,0.7208,1.0481,0.3679
002577,0.4697,0.7204,0.6464,0.5565
000733,0.4818,0.7204,0.6671,0.5439
300462,0.4884,0.72,0.6686,0.4393
603308,0.47,0.72,0.6869,0.4758
603155,0.4315,0.7193,0.6232,0.5382
300227,0.4815,0.7192,0.7944,0.5417
300461,0.4764,0.7192,0.6498,0.5245
688177,0.4886,0.719,0.9423,0.4551
603380,0.4771,0.7185,1.1287,0.4298
601865,0.5016,0.7184,0.6024,0.523
002015,0.4571,0.7184,0.7369,0.4758
600803,0.4473,0.7181,0.7998,0.5478
300735,0.4375,0.718,0.9362,0.519
300584,0.3765,0.7179,0.7303,0.5936
603105,0.4793,0.7179,0.8017,0.3332
603655,0.4895,0.7179,0.6967,0.6144
000927,0.4818,0.7178,0.8774,0.4817
300676,0.4348,0.7177,0.7383,0.4856
300813,0.4741,0.7173,0.9677,0.3704
605133,0.3723,0.7167,0.8256,0.4863
600111,0.5133,0.7167,0.6277,0.4756
300792,0.4606,0.7164,0.607,0.628
300505,0.4629,0.7164,0.6675,0.3926
688015,0.4742,0.7164,0.6645,0.4583
605050,0.4265,0.7163,0.8604,0.4863
002380,0.4239,0.7162,0.6117,0.6271
600281,0.5062,0.7161,0.5981,0.6195
000519,0.5011,0.7161,0.6635,0.5277
688026,0.4747,0.716,0.6307,0.4636
002603,0.4688,0.7157,0.6801,0.6453
600212,0.483,0.7157,0.6157,0.7124
601028,0.4539,0.7156,0.7299,0.603
300091,0.4866,0.7156,1.1416,0.4145
002438,0.4893,0.7148,0.7301,0.5381
002742,0.4653,0.7146,0.8647,0.4706
300149,0.4532,0.7145,0.8193,0.5349
600533,0.4855,0.7145,0.6465,0.5225
600757,0.4442,0.7145,0.6819,0.5068
688499,0.3244,0.7143,0.7287,0.4935
688607,0.4118,0.7143,0.7494,0.4814
002998,0.3904,0.7143,0.6757,0.5269
002506,0.4767,0.7143,0.668,0.3904
688067,0.3116,0.7143,0.9482,0.4084
002558,0.5139,0.7143,0.6396,0.5653
600996,0.4864,0.7143,0.6879,0.4382
300437,0.5121,0.7143,0.618,0.5441
002282,0.4755,0.7143,0.6325,0.4782
603858,0.4838,0.713,0.757,0.4603
600602,0.4471,0.713,0.8719,0.5634
300448,0.4719,0.7127,0.6332,0.6034
600478,0.458,0.7127,0.7935,0.521
300212,0.5159,0.7127,0.6252,0.4875
600159,0.4781,0.7127,0.6479,0.5162
603336,0.488,0.7126,0.8055,0.5285
002908,0.4834,0.7125,0.6551,0.5387
300684,0.4703,0.7124,0.5854,0.6333
000628,0.4177,0.7121,0.7486,0.4372
600261,0.452,0.712,0.9278,0.4865
002828,0.4431,0.7111,0.6613,0.4512
300925,0.3973,0.7111,0.6838,0.4345
601956,0.3835,0.7111,0.6661,0.5254
600986,0.4943,0.7109,0.7025,0.6461
600578,0.4802,0.7109,0.7109,0.4612
601166,0.5115,0.7107,0.6206,0.5388
002212,0.4944,0.7106,0.8071,0.5218
002611,0.4699,0.7101,0.6999,0.5974
002128,0.4695,0.7101,0.6932,0.4137
300673,0.4776,0.7101,0.6129,0.5975
600933,0.4621,0.7101,0.7988,0.5433
002172,0.5158,0.7101,0.6131,0.6271
300032,0.4626,0.7098,0.6351,0.4977
688551,0.433,0.7098,0.6599,0.533
603669,0.4292,0.7097,0.6326,0.5933
300380,0.4973,0.7093,0.8679,0.5039
600435,0.5129,0.7093,0.6229,0.5002
603598,0.484,0.7091,0.6804,0.5973
600262,0.4648,0.7091,0.7188,0.4425
603920,0.4706,0.7088,1.2227,0.4995
300151,0.4928,0.7088,0.642,0.5066
600392,0.5245,0.7088,0.7106,0.6083
300555,0.4787,0.7088,0.6695,0.5525
002367,0.4884,0.7088,0.7074,0.4569
002135,0.47,0.7086,0.9146,0.5062
000555,0.4599,0.7086,0.6904,0.5563
301018,0.3084,0.7083,0.9079,0.3695
300830,0.4476,0.7079,0.715,0.5578
603109,0.5019,0.7074,0.6384,0.5447
603037,0.4602,0.7074,0.6529,0.5597
002758,0.4847,0.7073,0.6987,0.6178
002279,0.5197,0.7073,0.6468,0.5295
600643,0.4875,0.7065,0.6173,0.614
002045,0.4804,0.7064,0.8319,0.4863
603656,0.4705,0.7063,0.6937,0.5932
601187,0.3976,0.7059,0.9247,0.4136
000759,0.4849,0.7056,0.6339,0.5628
600368,0.4469,0.7056,0.7335,0.504
600227,0.48,0.7055,0.644,0.5588
600841,0.4601,0.7054,0.6675,0.4374
605500,0.3923,0.7054,0.6414,0.6004
002180,0.5091,0.7051,0.5985,0.5836
600202,0.482,0.7051,1.2344,0.4004
600108,0.4754,0.705,0.9142,0.4434
603586,0.4739,0.7049,0.7567,0.5403
300366,0.4588,0.7049,0.671,0.586
300639,0.4826,0.7049,0.7396,0.5141
002010,0.4887,0.7047,1.3333,0.4227
688208,0.4661,0.704,0.8603,0.4456
605122,0.4384,0.7037,0.631,0.5781
002739,0.4659,0.7037,0.8017,0.5829
002613,0.4911,0.7037,0.6156,0.5499
001696,0.435,0.7036,0.9383,0.4884
300120,0.4524,0.7036,0.6566,0.5862
