index,return
2022-06-01,0.0
2022-06-02,0.042716419999999866
2022-06-06,0.03437176140373821
2022-06-07,-0.02032346161362608
2022-06-08,-0.022713583921326497
2022-06-09,-0.010303723356958505
2022-06-10,0.014638016050976033
2022-06-13,0.00717484347124242
2022-06-14,-0.009728106881101706
2022-06-15,-0.007580471784198073
2022-06-16,0.014341437395114953
2022-06-17,0.03980342563418615
2022-06-20,0.027342090124041762
2022-06-21,-0.006186183764376629
2022-06-22,-0.006079930593596905
2022-06-23,0.009831089366430845
2022-06-24,0.007067164723225661
2022-06-27,0.006802746813681315
2022-06-28,0.022261819036035746
2022-06-29,-0.026368982992137524
2022-06-30,0.003358594924067315
2022-07-01,-0.004629317318869619
2022-07-04,0.005294811077487971
2022-07-05,-0.005978670158973021
2022-07-06,0.007661492524947855
2022-07-07,0.010587689841249137
2022-07-08,0.03717822481943833
2022-07-11,-0.004745539449515501
2022-07-12,-0.004768166973992516
2022-07-13,0.005475441503909773
2022-07-14,0.008849139498171343
2022-07-15,-0.0033736611930871296
2022-07-18,0.008124195145295943
2022-07-19,0.002686241498292441
2022-07-20,0.001339522468303933
2022-07-21,-0.0030098937334008813
2022-07-22,0.0
2022-07-25,-0.007044287936050275
2022-07-26,0.006080795965705876
2022-07-27,0.0067156037457312134
2022-07-28,0.009339127365307176
2022-07-29,-0.00760044453056985
2022-08-01,-7.816821551442921e-05
2022-08-02,0.0
2022-08-03,0.0
2022-08-04,0.0
2022-08-05,0.0
2022-08-08,0.0
2022-08-09,0.0
2022-08-10,0.0
2022-08-11,-0.0038175362432280036
2022-08-12,-0.007354316809787043
2022-08-15,-0.007408803497891969
2022-08-16,0.010178323056223348
2022-08-17,-0.008060614902469565
2022-08-18,-0.005078822748376011
2022-08-19,0.008167598180842228
2022-08-22,-0.0033755954018210854
2022-08-23,-0.007112760144261432
2022-08-24,0.035818569615694296
2022-08-25,0.0036226629728981496
2022-08-26,-0.012469481178618125
2022-08-29,0.010300918598405318
2022-08-30,0.013155989096149234
2022-08-31,0.016231445648223763
2022-09-01,0.004472214278513631
2022-09-02,-0.004452302627132365
2022-09-05,0.0022361071392569265
2022-09-06,-0.008287010160371366
2022-09-07,-0.0073920748799649605
2022-09-08,0.0006475760506539086
2022-09-09,0.0016178924182521648
2022-09-13,-0.0006461116281961665
2022-09-14,0.00420244082916188
2022-09-15,0.012554562680684223
2022-09-16,0.008583853786986229
2022-09-19,0.0059890803122346625
2022-09-20,-0.008460129940771388
2022-09-21,-0.0018960698732313208
2022-09-22,-0.0025328957115591244
2022-09-23,0.001587079727159324
2022-09-26,0.00728899852314524
2022-09-27,-0.002516957732939251
2022-09-28,0.012301130373295832
2022-09-29,-0.0009347424096987078
2022-09-30,0.004366212529281377
2022-10-10,0.004347231592235712
2022-10-11,-0.00432841496993408
2022-10-12,-0.007762913557563755
2022-10-13,-0.0012517836575364205
2022-10-14,-0.004386734043362983
2022-10-17,-0.003776624800033268
2022-10-18,0.0009477354411793204
2022-10-19,0.0015780634819420047
2022-10-20,0.0006302308484895658
2022-10-21,0.0
2022-10-24,-0.003779003446389151
2022-10-25,-0.006954453890265722
2022-10-26,0.0019099519153276123
2022-10-27,0.003494903413964412
2022-10-28,0.00918174695440177
2022-10-31,-0.004078507705579382
2022-11-01,-0.007245371629275521
2022-11-02,-0.0012692608980794384
2022-11-03,-0.0009531554765357386
2022-11-04,-0.003498237778461144
2022-11-07,-0.0012765521478447228
2022-11-08,0.001917275724210965
2022-11-09,0.0022325412810446643
2022-11-10,0.004455136286416916
2022-11-11,-0.0006336251544989402
2022-11-14,0.004755201674137455
2022-11-15,-0.008203341027517186
2022-11-16,0.003181227861463576
2022-11-17,-0.0006342279486718505
2022-11-18,0.0038077826942384263
2022-11-21,0.0
2022-11-22,0.004741673106999356
2022-11-23,-0.009753211215139723
2022-11-24,0.0022240294452500198
2022-11-25,0.00602325545390725
2022-11-28,0.004096500515182289
2022-11-29,-0.005335106943817669
2022-11-30,0.0
2022-12-01,-0.0018930786986578463
2022-12-02,0.0006322230809332474
2022-12-05,-0.006950059901981831
2022-12-06,0.001590613930731788
2022-12-07,0.0009528527376005957
2022-12-08,-0.0009519456735596066
2022-12-09,0.0009528527376005957
2022-12-12,0.00729825016395691
