datetime,buysell
2022-06-01,"[('buy', '000969'), ('buy', '002531'), ('buy', '300882')]"
2022-06-17,"[('sell', '002531')]"
2022-07-07,"[('sell', '300882')]"
2022-07-29,"[('sell', '000969')]"
2022-08-10,"[('sell', '000969')]"
